VRN,NICK,TTIME,LAT,LON,FLATTIRE,ACCURACY,STOPLINEVIOLATION,OBDABSENGLOAD,FUELLVLINPUT,BSMLAT,BSMLON,DRVBEHAVIOR,DISABLEDVEHICLE,ACCELPOS,GETONDOWN,EQURATIO,HAZARDLIGHTS,COOLANTTEMP,HLTURN,HUTURN,HRTURN,HSTART,HSTOP,HDECEL,HACCEL,TROUBLE,V2XTID,DISTANCE,TRIPSEQ,OBDSPEED,OBDRPM,OBDVOLT,OBDFUELRATE,MDISTANCE,MFCO,GPSSPEED,HEADING,DTC,OBDDIST,PEDESSTAT,PEDESEVENTTERMINALTIME,PEDESCLEARTERMINALTIME,COLLISTAT,COLLIEVENTTERMINALTIME,COLLICLEARTERMINALTIME,ESTOPSTAT,ESTOPEVENTTIME,ESTOPFINTIME,ESTOPCMDSOURCE,ESTOPBRAKEDISTANCE,ESTOPBRAKETIME
1516,test,2018/08/21 12:00:00,37.46032,126.9234,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,7.1761,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:01,37.46185,126.9202,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,1.5417,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:02,37.46056,126.9239,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,0.6259,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:03,37.46025,126.9243,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,2.1881,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:04,37.46110,126.9235,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,4.0860,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:05,37.46166,126.9233,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,4.0540,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:06,37.46126,126.9231,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,1.3035,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:07,37.46075,126.9228,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,9.9287,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:08,37.46036,126.9210,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,4.7537,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:09,37.46152,126.9230,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,2.1919,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:10,37.46024,126.9247,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,4.1866,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:11,37.46124,126.9245,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,8.9837,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:12,37.46186,126.9236,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,8.3987,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:13,37.46170,126.9234,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,4.9395,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:14,37.46132,126.9242,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,5.1485,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:15,37.46169,126.9210,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,5.0594,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:16,37.46007,126.9206,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,9.7010,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:17,37.46052,126.9205,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,8.4689,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:18,37.46043,126.9221,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,0.0466,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:19,37.46169,126.9216,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,9.6717,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:20,37.46037,126.9226,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,8.1458,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:21,37.46095,126.9202,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1.6826,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:22,37.46156,126.9214,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1.9846,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:23,37.46072,126.9223,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,5.2495,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:24,37.46007,126.9215,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,8.2780,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:25,37.46010,126.9218,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,8.4923,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:26,37.46046,126.9215,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,6.7284,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:27,37.46022,126.9208,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,1.9304,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:28,37.46198,126.9204,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,7.7440,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:29,37.46113,126.9246,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,5.6981,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:30,37.46184,126.9223,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,8.8189,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:31,37.46151,126.9221,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2.4635,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:32,37.46116,126.9202,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,0.0731,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:33,37.46035,126.9216,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,6.8927,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:34,37.46031,126.9248,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,9.5616,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:35,37.46004,126.9243,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1.4725,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:36,37.46150,126.9244,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,0.4530,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:37,37.46075,126.9212,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,7.8878,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:38,37.46137,126.9235,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,7.3498,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:39,37.46067,126.9232,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,0.1770,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:40,37.46080,126.9237,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,7.1281,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:41,37.46090,126.9220,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,8.7512,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:42,37.46141,126.9243,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,3.7912,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:43,37.46016,126.9201,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,5.5846,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:44,37.46163,126.9240,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,8.8468,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:45,37.46044,126.9227,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,4.2084,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:46,37.46040,126.9227,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,8.5426,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:47,37.46134,126.9214,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,2.5440,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:48,37.46091,126.9202,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,4.1259,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:49,37.46037,126.9241,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,6.8459,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:50,37.46194,126.9232,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,3.3559,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:51,37.46048,126.9204,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,2.1035,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:52,37.46144,126.9234,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,2.3175,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:53,37.46196,126.9211,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,0.3153,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:54,37.46131,126.9240,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,1.8570,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:55,37.46047,126.9242,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,0.0301,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:56,37.46008,126.9221,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,2.2215,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:57,37.46098,126.9244,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,9.4172,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:58,37.46014,126.9250,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,8.7755,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:00:59,37.46030,126.9202,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,0.3211,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:00,37.46071,126.9232,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,8.0499,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:01,37.46200,126.9207,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,3.7147,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:02,37.46129,126.9217,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,6.9811,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:03,37.46013,126.9238,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,5.6711,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:04,37.46065,126.9214,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,7.0079,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:05,37.46134,126.9213,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,3.3937,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:06,37.46134,126.9238,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,4.7913,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:07,37.46076,126.9201,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,4.5997,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:08,37.46052,126.9224,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,9.3309,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:09,37.46192,126.9247,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,6.7450,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:10,37.46128,126.9219,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,7.4093,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:11,37.46078,126.9241,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,1.6890,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:12,37.46037,126.9233,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,0.3037,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:13,37.46050,126.9219,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,9.1444,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:14,37.46092,126.9240,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,4.6163,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:15,37.46100,126.9201,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,4.0186,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:16,37.46084,126.9207,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,8.0370,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:17,37.46142,126.9232,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,4.1638,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:18,37.46017,126.9234,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,6.1787,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:19,37.46178,126.9218,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,2.6840,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:20,37.46059,126.9234,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,3.5844,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:21,37.46147,126.9217,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,8.2028,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:22,37.46180,126.9238,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,9.7386,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:23,37.46089,126.9226,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,8.9540,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:24,37.46035,126.9205,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,7.0485,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:25,37.46038,126.9235,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,2.3716,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:26,37.46187,126.9227,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,8.4977,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:27,37.46074,126.9205,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,6.5891,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:28,37.46107,126.9222,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,3.1095,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:29,37.46093,126.9250,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,5.7391,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:30,37.46078,126.9223,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,2.3880,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:31,37.46184,126.9201,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,5.4191,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:32,37.46006,126.9207,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,1.8816,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:33,37.46176,126.9222,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,0.3614,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:34,37.46061,126.9203,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,5.9474,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:35,37.46116,126.9238,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,2.1606,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:36,37.46146,126.9203,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,3.8827,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:37,37.46163,126.9209,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,5.9740,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:38,37.46061,126.9218,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,3.9438,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:39,37.46047,126.9228,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,9.6581,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:40,37.46159,126.9236,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,7.7886,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:41,37.46023,126.9239,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3.7243,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:42,37.46084,126.9213,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,1.7222,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:43,37.46091,126.9244,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,6.4171,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:44,37.46183,126.9236,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,3.9863,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:45,37.46164,126.9220,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,8.6016,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:46,37.46118,126.9207,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,0.8731,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:47,37.46189,126.9248,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,5.5631,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:48,37.46157,126.9226,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,2.6668,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:49,37.46105,126.9230,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,1.0354,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:50,37.46161,126.9229,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,3.2936,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:51,37.46082,126.9213,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,5.0949,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:52,37.46097,126.9206,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,5.4383,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:53,37.46168,126.9243,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,2.1067,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:54,37.46063,126.9240,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,7.0925,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:55,37.46146,126.9210,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,2.7422,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:56,37.46180,126.9233,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,0.8119,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:57,37.46172,126.9232,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,2.2042,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:58,37.46127,126.9209,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,8.8856,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:01:59,37.46190,126.9244,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,4.1451,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:00,37.46136,126.9214,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,9.6559,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:01,37.46086,126.9218,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,5.6126,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:02,37.46084,126.9235,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,3.2137,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:03,37.46146,126.9233,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4.5971,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:04,37.46147,126.9202,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,3.7749,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:05,37.46143,126.9213,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,4.9698,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:06,37.46020,126.9236,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,1.4269,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:07,37.46089,126.9228,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4.1958,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:08,37.46139,126.9206,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,9.7094,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:09,37.46033,126.9209,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,6.9567,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:10,37.46047,126.9230,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,8.6596,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:11,37.46181,126.9211,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,8.0682,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:12,37.46129,126.9215,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,6.2596,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:13,37.46152,126.9238,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,3.3419,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:14,37.46097,126.9235,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,6.8199,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:15,37.46004,126.9207,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,2.6293,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:16,37.46048,126.9213,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,7.4801,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:17,37.46051,126.9217,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,1.5966,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:18,37.46051,126.9201,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,2.0099,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:19,37.46178,126.9248,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,9.6446,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:20,37.46020,126.9235,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,7.9022,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:21,37.46053,126.9210,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,1.2750,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:22,37.46010,126.9249,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,0.8783,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:23,37.46142,126.9221,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,9.5850,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:24,37.46051,126.9201,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1.6739,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:25,37.46090,126.9216,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,1.0057,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:26,37.46200,126.9200,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,8.9603,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:27,37.46162,126.9216,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,2.3194,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:28,37.46072,126.9249,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,2.2227,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:29,37.46174,126.9200,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,2.5150,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:30,37.46054,126.9245,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,0.4407,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:31,37.46190,126.9224,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,2.3421,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:32,37.46009,126.9218,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,4.1505,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:33,37.46006,126.9227,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,4.6795,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:34,37.46073,126.9221,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,8.2238,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:35,37.46049,126.9230,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4.5699,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:36,37.46071,126.9237,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,5.1501,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:37,37.46185,126.9243,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,1.3724,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:38,37.46121,126.9246,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,5.5583,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:39,37.46043,126.9221,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,9.4109,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:40,37.46089,126.9218,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,7.1263,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:41,37.46161,126.9227,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,2.9937,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:42,37.46084,126.9241,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,4.4302,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:43,37.46170,126.9220,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,7.6587,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:44,37.46083,126.9202,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,8.0261,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:45,37.46195,126.9212,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,3.8208,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:46,37.46098,126.9220,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,1.0088,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:47,37.46121,126.9242,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,4.2497,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 12:02:48,37.46075,126.9209,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,6.3096,,,,,,,,,,,,,,,,,
