collect_day,good_id,pum_id,pum_name,good_name,sales_price,discount_price,benifit
2018-06-01,1444461336,A018040,아이스크림,하겐다즈 아이스크림 파인트 473ml X 2개,22600,22600,0
2018-06-01,1621594091,A022020,두유,서울대 쌀눈으로 더 똑똑한 약콩두유 190mlx24팩,22900,22900,0
2018-06-01,576083156,E021020,커튼,암막커튼1+1/화이트사암막/DTP/북유럽풍/가,9800,9800,0
2018-06-01,687448389,E041060,수저,명품/수저 세트/숟가락/수저/젓가락/업소용/영업용,270,270,0
2018-06-01,2049213150,C011030,남자학생복,여름신상/남방/셔츠/체크/청/데님/빅사이즈/남자/남성,14800,14800,0
2018-06-01,2085441033,C012060,여자내의,푸조 여성 워테레깅스 ( S26-2 ),28300,28300,0
2018-06-01,1302765990,C011050,남자내의,(색상:사이즈 : 네이비:L) DON 1846 린넨9,28220,28220,0
2018-06-01,951497011,E061030,전구,두영조명 형광등 EL 11W 15W 20W 25W 30W / 램프 /,1700,1700,0
2018-06-01,398455617,C011050,남자내의,[지오다노] 118526 라이트웨이트 테이퍼드 플리츠 치노 (슬라우치)/ 지오다노,19000,15390,-3610
2018-06-01,1617775761,A011040,보리쌀,흰강낭콩 귀리 퀴노아 병아리콩 2kg 4kg,9000,9000,0
2018-06-01,607107589,F012030,안경,울템/안경테/하이플렉스/베타/안경/뿔테안경,19800,19800,0
2018-06-01,322973864,E011030,거실장,시스템 수납함 바스켓 (화이트  대형)(39.5*35*20.5CM),3500,3500,0
2018-06-01,447511032,C011050,남자내의,[무료배송]팀 클럽 커프 팬츠(658679010) 하의바지 하,57550,57550,0
2018-06-01,2124448759,C012040,여자학생복,수지네 빈티지 스케쳐스 네이비 거위털 베스트 여성 M,27530,27530,0
2018-06-01,2134887508,C011050,남자내의,와이드팬츠 린넨 남자 마바지,38400,38400,0
2018-06-01,1944972375,C013020,티셔츠,롱티셔츠 박스티 반팔티 빅사이즈 여성의류 롱원피스,19800,19800,0
2018-06-01,62490132,C014020,유아복,HelloGeeks Stripe top패션 여성의류 티셔츠 스트라이,22320,22320,0
2018-06-01,427885125,E031080,선풍기,한빛 원적외선 전기온풍기 hv-5050(5.0kw) - 전기히터,663150,590210,-72940
2018-06-01,1010142901,L012030,칫솔,LG페리오키즈양치세트(라이언),6990,6500,-490
2018-06-01,1391974005,A013160,맛살,올리브녹차 돌자반 70gx20개 입안에서 살살녹는 고,57540,57540,0
2018-06-01,1966458739,E041070,밀폐용기,전자렌지용기 쿠킹볼4개/냉동밥용기 밥보관용기,15700,14450,-1250
2018-06-01,1010142902,A013140,북어채,[우리바다애]숏다리 20g 5봉,12900,10000,-2900
2018-06-01,1010404261,E061020,섬유유연제,[살림의정석] 세탁선생 섬유유연제2.5LX4개,10900,6900,-4000
2018-06-01,1549532463,C021040,실내화,PJM/조던/나이키/아동화/키즈/맥스/농구화/아디다스,93900,93900,0
2018-06-01,1165895724,L012040,치약,(특가)페리오치약150gX24개 2080/글리스터/덴티스테,10000,9800,-200
2018-06-01,2084777001,C011050,남자내의,[지오다노] 108220 코튼 버뮤다 웨빙벨트 사은품 증정/ 지오다노,17820,14440,-3380
2018-06-01,1010382410,A011140,부침가루,[풀무원직배송]토이쿠키씽씽자동차만들기 200g x3개,19200,16900,-2300
2018-06-01,1490044007,C011050,남자내의,컨셉원 히든밴딩 슬림 스트레치 TR 슬랙스 117903 10117903,33540,33540,0
2018-06-01,138542553,A011100,라면,소면/밀가루를전혀사용하지않은/쌀소면/800g/G46/z99,3900,3900,0
2018-06-01,71734357,A014050,달걀,사조오양 깐 메추리알1kg/한성 깐 메추리알1kg,5500,5500,0
2018-06-01,1920149067,C012040,여자학생복,그로 샌드캐슬트레블그로백 유아 의류 아동 실내 어린,83660,83660,0
2018-06-01,1987975352,C013010,점퍼,남자 빅사이즈 기모 후드 자켓 점퍼 집업 특가 9900,9900,9900,0
2018-06-01,521300263,C011030,남자학생복,압구정클럽 남녀공용 프리사이즈 하찌후드니트숄가디,73680,73680,0
2018-06-01,958420945,E061070,가정용비닐용품,필아띠 위생백 중(80매),990,990,0
2018-06-01,1057880464,E031040,전기레인지,차량 휴대용 냉온장고 175x320x315 7.5L 차량냉온장고,75110,75110,0
2018-06-01,1287219644,E061060,살충제,천연제올라이트 (1kg) 탈취/제습/새집증후군/악취제거,9900,9900,0
2018-06-01,2121397141,A012010,국산쇠고기,[무항생제] 잡뼈 1kg 1+등급,11200,11200,0
2018-06-01,1013263550,F012050,의료측정기,녹십자 BPM-642 가정용혈압계 혈압측정기 사은품3종,48860,45000,-3860
2018-06-01,1729007692,A018030,껌,[캔디마을]졸음번쩍껌 1곽6통 후식 자일리톨 간식 껌,19500,19500,0
2018-06-01,721583536,C013010,점퍼,남여후드시보리롱패딩점퍼 WWS1814G 빅사이즈,55890,54220,-1670
2018-06-01,1912508859,C013050,운동복,(덴마크) 스노우브러쉬(고급차용)/눈브러쉬/눈제거,11000,10120,-880
2018-06-01,50855237,A011080,밀가루,(참소당 멸치진육수1.8L)국시장국 멸치육수 멸치장국,12100,12100,0
2018-06-01,1053747740,A011100,라면,백설 햇당면 500g2개/1kg/당면/국내산/국수/소면/사리,7900,7900,0
2018-06-01,1900512617,A011170,떡,[CJ제일제당] CJ 즐거운동행 우리햅쌀 떡국떡 700g,5380,5380,0
2018-06-01,947473598,A013050,오징어,밀감캔(소교 3k)X6 밀감깡통 캔 식당용 업소용 깡통,55080,55080,0
2018-06-01,1461390764,C014010,아동복,홀리데이 티셔츠 17419-332-04/ 알로봇,19000,19000,0
2018-06-01,1020916458,C011050,남자내의,[캘빈클라인진] 남성용 베이직 카라 반팔 티셔츠(4ASKJL2),22500,18900,-3600
2018-06-01,1241578967,I053010,공책,근영사)아이디얼 양장노트(그리드_그린)박스(24개입),125470,125470,0
2018-06-01,539868810,A012050,소시지,신제품 천하장사 15gx50개/더블링/맥스봉/치즈/소세지,9900,9900,0
2018-06-01,1742137823,A011080,밀가루,(생면모음) 칼국수 소면 중사리 우동면 메밀면,3800,3800,0
2018-06-01,269969763,G011070,자전거,레드폭스 베니스27/시마노 하이브리드자전거27단,270000,243000,-27000
2018-06-01,1511833379,I031040,생화,[사은품]에밀리온 프리미엄 침낭+에어베개+사은품,21000,18710,-2290
2018-06-01,1781392886,L021010,손목시계,DKNY 도나카란 뉴욕 NY2588 여성용 메탈밴드 패션시계,179000,179000,0
2018-06-01,346734501,E031040,전기레인지,B형 냉장고 스마트 블록 특대 대 풀세트 냉장고 정,41340,41340,0
2018-06-01,1297622459,L021030,가방,탐스백 1+1 어썸 썸머백/신상/숄더백/라탄백/여성가방,11900,11900,0
2018-06-01,636344444,C012060,여자내의,와이드 린넨 팬츠 LRP018 통바지 여자바지 (YA02004),67510,59410,-8100
2018-06-01,1256897555,A017120,고구마,2018년 포근포근햇감자10kg 11900원/20kg-18900원,9900,9900,0
2018-06-01,1538852637,E031110,청소기,스팀덕스팀다리미/스팀덕다리미/커피포트,34800,34800,0
2018-06-01,429200159,A019020,참깨,들깨가루 (산들샘 1k),38720,34470,-4250
2018-06-01,1995370775,C012060,여자내의,입점할인DENIM핏예쁜 데님 청치마 치마바지 롱,24900,24900,0
2018-06-01,602083554,C014020,유아복,아동 유아 데일리 라운드 면티 반팔티 3~17호,10000,9900,-100
2018-06-01,393945753,A019040,소금,황물엿(화미 8K) 황물엿 식자재도매 업소용식자재 대,21140,19030,-2110
2018-06-01,2145615495,C013010,점퍼,[핑크시슬리]데이루 후드집업/ 핑크시슬리,41300,33040,-8260
2018-06-01,493674177,A013140,북어채,먹태구이 먹태포 마요네즈 와사비포함 105g X 10개입,70000,59500,-10500
2018-06-01,607109568,E061100,습기제거제,당신의하루와 곰팡이방지 습기제거제x18개/참숯제습제,13400,13400,0
2018-06-01,747987732,A022050,탄산음료,롯데칠성몰 트레비500mlx20펫(레몬/라임/자몽/플레인),15000,15000,0
2018-06-01,2135768559,C013050,운동복,라이커불 [남여공용] 여름 반팔 반바지 세트,86000,35900,-50100
2018-06-01,1966759254,C014010,아동복,[스타일노리터][BIU] 호호 점프수트.pts (마산점),27800,25620,-2180
2018-06-01,1951030568,A017040,양배추,웰파인 황금부추 부추즙 건강즙 부모님선물 효도선물,30500,30500,0
2018-06-01,175576029,E061040,부엌용세제,EM 원액 3.5리터/이엠 유용미생물/효소/용액,27950,27950,0
2018-06-01,956284127,E031070,에어컨,유니맥스 타워형 선풍기 UMF-TN163 타워팬 스탠드,32800,32800,0
2018-06-01,955890758,A018040,아이스크림,와쿠와크 (10개),12000,7000,-5000
2018-06-01,1289810163,I031010,장난감,태그미 리틀스네일 킥보드 유아킥보드 어린이킥보드,119000,119000,0
2018-06-01,409726085,D031010,주택수선재료,부틸 고무양면 방수테이프 두께 3mm 폭 30mm 길이 1,11410,11410,0
2018-06-01,1111630587,E021010,침구,[아망떼] 모닝벨 호텔식 순면 이불커버 싱글/퀸/킹,16900,16900,0
2018-06-01,1555369961,A011140,부침가루,[코스트코 냉장냉동] CHEESECAKE FACTORY 오리지널 치즈케익 1.81KG,25360,24350,-1010
2018-06-01,393027073,I053020,스케치북,브런치 스케치북 4종 220g크라프트/도형 모양스케치북,4900,4900,0
2018-06-01,356414757,E011050,책상,[채우리]쿠키앤크림 컴퓨터 책상 책장모음,19900,17910,-1990
2018-06-01,233041194,I012010,컴퓨터,[E]Z70EV-AP73S1/7세대/i3/8G/SSD128G+500G/윈10프로,823000,781850,-41150
2018-06-01,259386397,I011030,사진기,캐논 PowerShot G1X Mark III+8GB+보호필름[명품],1064700,1022020,-42680
2018-06-01,685810698,C014010,아동복,아둘 유아 쥬니어 조던 로고 볼캡 야구모자 65,14300,14300,0
2018-06-01,246919919,A013170,생선통조림,동원 살코기참치210g 10캔/마일드 210g10캔/135g 12개,24900,24900,0
2018-06-01,1708452949,A022050,탄산음료,음료수 152종 코카콜라 칠성사이다 캔음료 탄산음료,9900,9900,0
2018-06-01,1974909659,C013050,운동복,아디다스/츄리닝/트레이닝복/세트/트레이닝복/75종,69000,69000,0
2018-06-01,441066957,C013050,운동복,ABC 분말소화기 3.3KG 축압식 소화기 소방용품 가정,39920,36370,-3550
2018-06-01,740079121,A019050,간장,[농협] 우리땅우리콩 전통식 재래간장 900ml,9900,8900,-1000
2018-06-01,58088227,A012010,국산쇠고기,효도 견과세트 4호(고품격 웰빙 선물세트)사은품 답례,81200,81200,0
2018-06-01,94643203,E031130,보온매트,수지씨앤엘 동의보감 모노륨 온열매트 SZ10034,78000,78000,0
2018-06-01,1162475848,D031010,주택수선재료,듀프리코트4L/페인트/곰팡이,21500,21500,0
2018-06-01,2037409829,E041050,냄비,쿡에버 Cook304 3중 멀티팟,27800,27800,0
2018-06-01,759942391,E031130,보온매트,★TV홈쇼핑정품!!★일월 정품 나노륨 온돌마루 모노륨 카펫트 매트 수퍼 특특대형 183,238000,235620,-2380
2018-06-01,708945408,F012020,생리대,좋은느낌 울트라 날개 생리대 소/중/대/오버 18px6팩,29900,29900,0
2018-06-01,1102892445,C013060,등산복,[역시즌특가]여성 경량 옴니히트 다운자켓 CX4-YLP371/ 컬럼비아,79000,67150,-11850
2018-06-01,1104339562,A012050,소시지,진주햄 천하장사 28g x 3개 X 60EA_1BOX 미니소시지,86920,85190,-1730
2018-06-01,952115159,A013030,조기,[영광굴비] 영광굴비/법성포굴비/참조기/국산굴비/영광법성포굴비,109900,109900,0
2018-06-01,900236432,A016150,아몬드,삼계탕재료기획 (97G/봉),3990,3990,0
2018-06-01,1317504110,A018080,설탕,[큐원] 하얀설탕 [3kg] 삼양사/백설탕/갈색 P,3290,3290,0
2018-06-01,1728973921,A016030,복숭아,100% 자연산 야생 개복숭아/5kg/경북 청도,19900,19900,0
2018-06-01,1898769439,I031040,생화,폴딩스틸/야전삽/모종/캠핑/등산/낚시/캠프/나들이/휴가/휴대용/추천/가격/파는곳/좋은,12200,11900,-300
2018-06-01,956754699,A018040,아이스크림,조안나 5리터 딸기,15000,12000,-3000
2018-06-01,901226073,A019060,된장,[대상]순창 재래식안심생된장 500G,3150,3150,0
2018-06-01,1022160475,E041070,밀폐용기,락앤락 비스프리 온더테이블 반찬통 밀폐용기,8900,8190,-710
2018-06-01,2088477117,C013020,티셔츠,아디다스 반팔티셔츠 반바지 남자반팔티 반팔 커플티,25900,25900,0
2018-06-01,912693501,I012010,컴퓨터,[E]B70EV-AR77S1/7세대/i7/8G/128G+1TB/키보드+마우스,1075000,1021250,-53750
2018-06-01,1466353120,C013020,티셔츠,맨투맨 반팔티 여름 신상 빅사이즈 여성의류 허밍퍼플,10000,9800,-200
2018-06-01,1635845008,I012010,컴퓨터,정품 윈도우10설치 브랜드 고사양PC 신품SSD120G장착,198000,198000,0
2018-06-01,372567049,I053010,공책,신학기 과목노트(음악)(10개입)-랜덤 과목노트 학교노,10960,10960,0
2018-06-01,526506343,A012060,햄및베이컨,[코스트코 냉장냉동] 롯데햄 에센뽀득 900g,14490,14490,0
2018-06-01,1302728759,A012050,소시지,소시지 모음전 (소세지/천하장사/키스틱/치즈얌),7500,7500,0
2018-06-01,1770106742,C015030,넥타이,넥타이 수동 자동 타이 검정 화이트 노랑 교복타이,2800,2800,0
2018-06-01,2002532856,D031010,주택수선재료,꼼지락단품세계지도벽지gm-012_1폭_100cmx200cm 풀바른水실크벽지 인테리어소품 벽지시,88700,87600,-1100
2018-06-01,1113393908,A013140,북어채,명태껍질 1Kg /명태껍데기/황태껍질/깨끗하게 건조된,27900,27900,0
2018-06-01,1124420058,E021010,침구,[소프라움] 국내산 면/모달 차렵이불베개 세트 Q 4종택1,79000,63200,-15800
2018-06-01,880630052,A011070,혼식곡,백설 찰밀가루(2.5KG),4480,4480,0
2018-06-01,1082874254,E021020,커튼,[리드센스]창문차양 캐노피/방충망/비막이/방범창,35190,35190,0
2018-06-01,993730629,C014010,아동복,[쿨쿨곰]흰남방/아동남방/주니어/옥스퍼드/가족/커플,17500,17500,0
2018-06-01,984869074,A022010,주스,모구모구 리치x6개+피치x6개+요거트x6개+자몽x6개,24500,23900,-600
2018-06-01,651292190,L012030,칫솔,[오랄비 어린이칫솔x6개/8개]캐릭터칫솔/유아칫솔,12000,12000,0
2018-06-01,2037409801,A012030,돼지고기,(특가행사)돼지고기/삼겹살/목살/벌집/대패/오겹살,5900,5900,0
2018-06-01,511958618,C013010,점퍼,비브레이커스 청자켓/데님자켓/데님 베스트/남자/남성,19800,19800,0
2018-06-01,1010286062,A017100,당근,로컬)얼갈이,2790,2790,0
2018-06-01,67732688,I031040,생화,원투낚시대 바다 민물 선상 원투대 릴 루어 세트 용품,35000,33250,-1750
2018-06-01,766047975,C012040,여자학생복,[쎄쎄쎄]여성 셔츠 남방 모음/청/데님/체크/스트라이,13900,13900,0
2018-06-01,1780667962,E061030,전구,두영조명 삼파장 형광등 램프 FPL 36W 55W FPX 13W,790,790,0
2018-06-01,1394713859,C013030,스웨터,소렌스 루즈핏 언발 니트티 여성티셔츠셔츠 예쁜여성,35400,33630,-1770
2018-06-01,1627007107,L021020,장신구,순은 레이어드 실반지 모음(925silver),2800,2800,0
2018-06-01,1242970077,C013050,운동복,트레이닝복세트 여름츄리닝 남자반팔운동복 아웃도어,29800,29800,0
2018-06-01,720016680,L021020,장신구,브이 롱목걸이 NM-0033 목걸이 패션목걸이 브이 롱목,11460,11460,0
2018-06-01,982434607,A013110,마른오징어,초이스L)신선한 하루 볶음조림 멸치(100G/봉),3990,3990,0
2018-06-01,1032250338,C011030,남자학생복,압구정클럽 남녀공용 프리사이즈 하찌후드니트숄가디,72770,70590,-2180
2018-06-01,56401941,C013010,점퍼,[리스트][LIST] 7부 펀칭 점퍼 TWWJPH60050 (2가지 색상),59000,48970,-10030
2018-06-01,982434608,A013110,마른오징어,초이스L 신선한 하루 볶음용멸치(110G),3990,3990,0
2018-06-01,612965793,C013040,청바지,골드아이/봄신상/아동청바지/본딩바지/기모바지,8900,8900,0
2018-06-01,193708483,L012010,면도기,일회용면도기 대량1BOX(700개)두날 2중날 원터치포장,64900,64900,0
2018-06-01,1010262099,A013150,어묵,동원 바른어묵국탕용 245G*2,3480,3480,0
2018-06-01,486434989,E011050,책상,포밍테이블 회의용 사무실 세미나 다용도 실용적 탁자,43500,43500,0
2018-06-01,1782197092,F011130,홍삼,[일화]6년근 홍삼농축액 240g,120000,120000,0
2018-06-01,1782197090,F011130,홍삼,[일화]예비채 진스트15 홍삼정스틱 10ml*30포,39000,39000,0
2018-06-01,1710523341,C021040,실내화,슈퍼스타 운동화 C77124/ 아디다스(슈즈),77000,64680,-12320
2018-06-01,311205882,C013010,점퍼,걸크러쉬 슬림 가죽 자켓-m1071 (블랙) 여성자켓 겨울,54450,54450,0
2018-06-01,500411929,A017010,배추,괴산청정 통배추 1등급 배추 3포기 8~10k내외,9900,9900,0
2018-06-01,673668842,C013010,점퍼,델레바인 M~4XL 후드집업 맨투맨 후드티,19900,19900,0
2018-06-01,1782197087,F011130,홍삼,[일화]진스트15파우치 50ml X 42포,49000,49000,0
2018-06-01,1782197088,F011130,홍삼,[일화]진스트15 앰플플러스 20ml*30병,120000,120000,0
2018-06-01,1851211722,I031040,생화,[콜맨] 54쿼터 스틸 벨트 쿨러 유광 6155B707 / coleman 병행수입/ 3000003023,193000,187210,-5790
2018-06-01,450996453,C013010,점퍼,패딩점퍼 경량패딩 PD36 WS,38320,38320,0
2018-06-01,1780464378,L021020,장신구,[바보사랑]이태리 컷팅볼 실버팔찌,18000,18000,0
2018-06-01,1548234679,I053040,기타문구,[3M]포스트잇 이젤스텐드패드모음/이젤패드/559/561/5,84000,84000,0
2018-06-01,373894394,C013020,티셔츠,여름신상/반팔티/반팔카라티/7부티/티셔츠/카라티,15800,14800,-1000
2018-06-01,1826721034,C011030,남자학생복,빅사이즈 긴팔반팔셔츠 청자켓 큰남방 남성의류 스판,18790,18790,0
2018-06-01,245497236,C013040,청바지,[게스] 게스키즈 브러쉬 스키니진 G76KCP311-N1,79000,55300,-23700
2018-06-01,1118647091,E031070,에어컨,휠까지 청소가능한 분리구조 네모트리 타워팬 NE-TF30,159000,149000,-10000
2018-06-01,381549299,G011070,자전거,알톤 라레이 RLB26 26인치 고급 클래식 여성자전거,225000,207000,-18000
2018-06-01,1291995741,C013050,운동복,차량용 루프백/루프렉/루프탑/ 카고백/캐리어백/루프박스/캠핑가방/오토캠핑/텐트/타프,37900,37900,0
2018-06-01,602998814,C013050,운동복,차량용 버스컵홀더/관광버스/마을버스/트럭/음료수/,4900,4420,-480
2018-06-01,1104340581,A019020,참깨,해가원 볶음검정깨 70g X 35EA_1BOX 검은깨 볶음검정,67380,66040,-1340
2018-06-01,284747347,L021030,가방,[리뽀] 에코백 플럼 베이직 숄더 스트랩 2종 1택 AZ036017 AZ001017,39000,33150,-5850
2018-06-01,1950196778,C012020,원피스,[쉬즈미스(SHESMISS)] 매직라인 스트레치 스판 밴딩 팬츠,5900,5900,0
2018-06-01,2015640904,C013050,운동복,비상경광봉 LED 안전신호 주차유도 교통안전 도로안전,4000,3500,-500
2018-06-01,739424438,C012020,원피스,[보니알렉스](보니알렉스)허리포인트 데님 밴딩 팬츠(BAQY200A),13300,11710,-1590
2018-06-01,1061041580,L021010,손목시계,CASIO 카시오 LQ-142LB-1BDF 여성 가죽밴드 패션시계,32900,32900,0
2018-06-01,728891672,E061050,청소용세제,[유한양행]유한락스2리터2개 펑크린2리터2개/하수구,8900,8900,0
2018-06-01,1061041581,L021010,손목시계,CASIO 카시오 LQ-142E-9ADF 여성 우레탄밴드 패션시계,23500,23500,0
2018-06-01,984426667,A019140,이유식,[남양]남양 임페리얼 분유XO 1단계 800G,26900,26900,0
2018-06-01,1089636862,E011020,침대,[홈잡스]정품단면매트리스/발통포함(무료반품),65000,59700,-5300
2018-06-01,1061041575,L021010,손목시계,CASIO 카시오 LTP-V007L-7E1UDF 여성 가죽밴드 패션시계,31900,31900,0
2018-06-01,1061041576,L021010,손목시계,CASIO 카시오 LTP-1095Q-7A 여성 가죽밴드 패션시계,35900,35900,0
2018-06-01,1061041577,L021010,손목시계,CASIO 카시오 LTP-1177A-3ADF 여성 메탈밴드 패션시계,39500,39500,0
2018-06-01,1071984176,A016150,아몬드,[무료배송]2017년 켈리포니아 볶은아몬드 500gX2팩,10500,10500,0
2018-06-01,1061041578,L021010,손목시계,CASIO 카시오 LTP-1177A-1ADF 여성 메탈밴드 패션시계,39500,39500,0
2018-06-01,1061041579,L021010,손목시계,CASIO 카시오 LTP-1095E-7ADF 여성 가죽밴드 패션시계,31900,31900,0
2018-06-01,1244493709,C012040,여자학생복,[리스트][리스트] 베이직 기본가디건 TSKCDH60040 (P000363495),29000,25520,-3480
2018-06-01,1194037522,C013020,티셔츠,[세컨플로어] [여성] 코튼혼방 러플 오프숄더 탑 SWMS2WI42400001,175000,148750,-26250
2018-06-01,1576332247,E061030,전구,오스람 LED스틱전구 7W9W10W12W/기존 삼파장 대체용,2490,2490,0
2018-06-01,503845714,C013010,점퍼,[마담4060]엄마옷 마담4060 플라워펀칭점퍼-XJP805015-,85900,81610,-4290
2018-06-01,397981230,A022030,생수,롯데 트레비(라임.자몽) 300ml x 20펫/탄산음료,9700,9700,0
2018-06-01,1241816485,L021020,장신구,애니버셔리 도로시(14K) TESLG0082S/ 티르리르(주얼리),139000,125100,-13900
2018-06-01,321815721,C013010,점퍼,내셔널지오그래픽N174UDW050 유니섹스블루웨일/ 내셔널지오그래픽(남성),354000,290280,-63720
2018-06-01,137119588,C014010,아동복,여름신상 주니어 여아 상하복 원피스 아동복의류세트,25900,25900,0
2018-06-01,583944445,C013050,운동복,봄신상 긴팔트레이닝복세트/빅사이즈/운동복세트/커플,29800,29800,0
2018-06-01,251934508,A019090,카레,[코스트코] 에스비 골든카레 중간매운맛 198G x 5팩(고형),15690,15690,0
2018-06-01,985051341,C011050,남자내의,[필골드] YS3082 기모 듀엣라인 면트레이닝팬츠,16800,16800,0
2018-06-01,1864088883,C013010,점퍼,남자 블루종 남성점퍼 항공점퍼 잠바 자켓,30800,29800,-1000
2018-06-01,1990681584,C013020,티셔츠,여성프린트티/나시/민소매/반팔/롱원피스티/v넥박스,18000,17000,-1000
2018-06-01,1101230564,I031040,생화,몬스터라이트 2300 올마이티 XP-L V6 LED 자전거/캠핑,32500,29090,-3410
2018-06-01,384160722,C014010,아동복,[타미힐피거][남아] 코튼 크루넥 반소매 티셔츠 TBLS1KOS20A0 N00,28000,22400,-5600
2018-06-01,1010227719,A012050,소시지,목우촌 주부9단비엔나 180G*3,7980,5290,-2690
2018-06-01,897529201,A019110,드레싱,CJ 오리엔탈드레싱 105G,1380,1380,0
2018-06-01,895804140,A019130,스프,[동원]양반 전복죽 (285g),3100,2790,-310
2018-06-01,983222856,C013010,점퍼,[포에버21]새틴 자켓/FOREVER21/점퍼/블루종,44900,22450,-22450
2018-06-01,226555728,E021020,커튼,창안애 1+1암막커튼 거실창문/아일렛커텐/방한방풍,19700,19700,0
2018-06-01,449145750,A011100,라면,백설 치킨튀김가루1kg 10개(1박스),114840,114840,0
2018-06-01,1134502382,C011050,남자내의,빅사이즈 면팬츠/ 슬랙스/~46 4XL [더블온스],29900,29900,0
2018-06-01,895828105,E061090,방향제,[P&G]페브리즈 에어 봄의소생 (275G),5900,5900,0
2018-06-01,287475806,C012060,여자내의,[바비앤펌킨]필수템 니트 스커트,27500,24750,-2750
2018-06-01,655684810,A017220,양파,동결건조 대파가루 30g 4개 대파분말 국산 대파,39210,39210,0
2018-06-01,1490950454,L021010,손목시계,Nibosi 남성 메탈 손목시계 크로노기능 No.2320화이트,59900,59900,0
2018-06-01,510176457,E061060,살충제,레인보우에어 휘산기 용액 - 비바크린 블루 5Lx4 소독,82850,82850,0
2018-06-01,440882542,E021020,커튼,GT 퍼셀 강아지 고양이 이동가방 펫 슬링백 그린 소,55830,55830,0
2018-06-01,452927552,A011140,부침가루,코스트코 빵/샌드위치식빵/치즈케익/햄버거빵/단팥빵,7800,7800,0
2018-06-01,82093388,D031010,주택수선재료,KCC륨장판(모노륨)/10CM단위판매/KCC숲그린/KCC총판,1100,1100,0
2018-06-01,271047984,C013050,운동복,차량용분말소화기 차량용소화기 화재소화기 차량소화,39030,35550,-3480
2018-06-01,266486957,L021020,장신구,[폭스타일] [실버] 롤랜드 큐빅 반지,17000,15470,-1530
2018-06-01,1114213448,C013010,점퍼,빅사이즈 DSM1044 빅 포인트 울 자켓 801 미시재킷 큰,87660,87660,0
2018-06-01,571801502,C012060,여자내의,SK1019-데일리 20대 30대 예쁜스커트 땡땡이 니트sk,18660,18660,0
2018-06-01,1904348767,C011050,남자내의,남성 카고바지 면바지 밴딩바지 스판 일자바지 w077,16000,15800,-200
2018-06-01,497667186,A017280,김,(무)스위트웰 월남쌈300gX24개월남쌈 식재료 쌈 식자,107500,94600,-12900
2018-06-01,599281152,E041070,밀폐용기,메탈락 스텐 반찬통 밀폐용기 찬통 김치통17종,10600,9760,-840
2018-06-01,1239912875,C012040,여자학생복,빅사이즈 DWW001A 편한 데님 롱 셔츠 802 여자데님셔,63320,63320,0
2018-06-01,1124047010,A014030,치즈,[남양] 유기농 아기치즈1 2 3단계 본품60매+증정36매,30900,29520,-1380
2018-06-01,444346719,C014020,유아복,[디플랜][디플랜] 일러스트포인트티셔츠(네이비 그레이),6500,6180,-320
2018-06-01,1853921687,L021060,유모차,킨즈웨건2 유아웨건 디럭스 쌍둥이 유모차,348000,348000,0
2018-06-01,450191346,C015040,장갑,아놀드파마_APGW_BY322(여성가죽장갑) 장갑 가죽장갑,21010,18910,-2100
2018-06-01,900657444,C011030,남자학생복,패딩 패딩수선 패딩수선패치 패딩수선테이프 패딩패치,9000,9000,0
2018-06-01,1610129276,C012020,원피스,김발 겉대x20,20180,20180,0
2018-06-01,1874995442,E011040,소파,[삼익가구]쏘렌토 이태리 천연가죽 라텍스 4인용 소파(스툴포함),702000,631800,-70200
2018-06-01,1690145061,A014020,분유,일동후디스 프리미엄 트루맘 1~4단계 3캔,66000,66000,0
2018-06-01,400339039,A017160,오이,금산에서 키운 생 표고버섯 1kg,6990,6990,0
2018-06-01,575674227,C011050,남자내의,DON 1846 린넨9부밴딩슬렉스남자바지 남성슬랙스 남성,27610,27610,0
2018-06-01,1397304307,C011030,남자학생복,AGC빅사이즈 바투스 청남방 BW청남방데님남방청카바청,72050,72050,0
2018-06-01,1665087967,C021040,실내화,[푸마]푸마 우먼스 튜린 360914-06,45100,42850,-2250
2018-06-01,583584405,I031070,애완동물관리비,[슬레진저] SLAZENGER EXODUS 테니스라켓 입문용/초급 교재용라켓,22900,22900,0
2018-06-01,423184135,C012060,여자내의,[에스크]빈티지 포켓 면팬츠 (AO3MPT004F)(여차콜그레이),3000,3000,0
2018-06-01,836133243,A011090,국수,오늘출발 컵누들 15개 진라면 진짬뽕 참깨라면 컵라면,13900,13900,0
2018-06-01,480524257,C012030,여자상의,빅사이즈여성의류/루즈핏/엄마옷/원피스/린넨/마/,30000,15000,-15000
2018-06-01,486647059,A014020,분유,[특가] 피그비 향균 아기 지퍼백 / 우체국 택배,10000,9500,-500
2018-06-01,1456372409,C013060,등산복,콜핑&BTR 여름맞이 남자 기능성 바지 22종 모음전,26900,26900,0
2018-06-01,58825750,E031140,비데,이누스 방수비데 모음전 (정품필터30개월분증정),199000,169000,-30000
2018-06-01,1262347667,F012010,종이기저귀,[리베로] 팬티형 7단계 36매 4팩 UP&GO,69900,69900,0
2018-06-01,1441748110,G022020,자동차타이어,한국타이어 벤투스S2 AS H462 무료배송 특가,117000,97750,-19250
2018-06-01,1949184203,E061080,키친타월,[크리넥스] 안심 키친타올 클래식 200매 2롤 x6개,12900,12900,0
2018-06-01,987115630,E061090,방향제,훠링) 핸드폰 거치대 (통풍구형),14900,14900,0
